id,Geographic Area Name,Population 18 to 24 years,Population 18 to 24 years w/ Bachelor's degree or higher,Population 25 years and over,Population 25 years and over w/ Bachelor's degree or higher,Degree_percent
0500000US54027,"Hampshire County, West Virginia",1786,75,17081,2089,0.11469762
0500000US54029,"Hancock County, West Virginia",1989,249,21970,4058,0.179765433
0500000US54031,"Hardy County, West Virginia",897,6,10101,1465,0.133751591
0500000US54033,"Harrison County, West Virginia",5186,505,48358,10858,0.212217989
0500000US54035,"Jackson County, West Virginia",2117,185,20606,3533,0.163622761
0500000US54037,"Jefferson County, West Virginia",4853,493,38610,11911,0.285392173
0500000US54039,"Kanawha County, West Virginia",14141,990,134008,33388,0.232050166
0500000US54041,"Lewis County, West Virginia",1202,96,11572,1535,0.127681227
0500000US54043,"Lincoln County, West Virginia",1447,51,14895,1296,0.082425652
0500000US54045,"Logan County, West Virginia",2409,51,24403,2433,0.092645084
0500000US54047,"McDowell County, West Virginia",1261,14,14014,754,0.050278232
0500000US54049,"Marion County, West Virginia",6369,553,38807,9079,0.213210554
0500000US54051,"Marshall County, West Virginia",2232,204,23092,4273,0.176788817
0500000US54053,"Mason County, West Virginia",1862,68,19467,2412,0.116273618
0500000US54055,"Mercer County, West Virginia",5138,353,42909,8575,0.185818053
0500000US54057,"Mineral County, West Virginia",2457,214,19248,2827,0.140105966
0500000US54059,"Mingo County, West Virginia",1688,4,17539,1666,0.086857024
0500000US54061,"Monongalia County, West Virginia",23190,3044,64910,26828,0.33906924
0500000US54063,"Monroe County, West Virginia",822,0,9975,1377,0.127535427
0500000US54065,"Morgan County, West Virginia",1201,88,13127,2269,0.164503071
0500000US54067,"Nicholas County, West Virginia",1722,83,18474,2810,0.143246187
0500000US54069,"Ohio County, West Virginia",4412,274,30004,9235,0.276295909
0500000US54071,"Pendleton County, West Virginia",472,14,5315,755,0.13288405
0500000US54073,"Pleasants County, West Virginia",622,29,5454,705,0.12080316
0500000US54075,"Pocahontas County, West Virginia",537,21,6514,1065,0.154020706
0500000US54077,"Preston County, West Virginia",2420,160,24869,3836,0.146432629
0500000US54079,"Putnam County, West Virginia",3862,341,39935,10654,0.251044592
0500000US54081,"Raleigh County, West Virginia",5803,323,54512,9972,0.170687225
0500000US54083,"Randolph County, West Virginia",2496,135,21003,3431,0.151751138
0500000US54085,"Ritchie County, West Virginia",684,0,7267,764,0.096088542
0500000US54087,"Roane County, West Virginia",932,102,10191,1264,0.122808595
0500000US54089,"Summers County, West Virginia",752,16,10025,1395,0.130926974
0500000US54091,"Taylor County, West Virginia",1140,54,12342,2125,0.161622905
0500000US54093,"Tucker County, West Virginia",512,10,5356,937,0.161383776
0500000US54095,"Tyler County, West Virginia",643,66,6500,902,0.13551729
0500000US54097,"Upshur County, West Virginia",2833,56,16793,2819,0.146489351
0500000US54099,"Wayne County, West Virginia",3047,105,29025,4386,0.140028685
0500000US54101,"Webster County, West Virginia",582,12,6215,581,0.087244373
0500000US54103,"Wetzel County, West Virginia",1190,70,11246,1423,0.12005468
0500000US54105,"Wirt County, West Virginia",389,48,4137,403,0.099646487
0500000US54107,"Wood County, West Virginia",6620,320,60917,13302,0.201696848
0500000US54109,"Wyoming County, West Virginia",1532,55,15649,1485,0.089633898
0500000US55001,"Adams County, Wisconsin",1066,53,16044,1992,0.119520748
0500000US55003,"Ashland County, Wisconsin",1550,86,10652,2250,0.191444026
0500000US55005,"Barron County, Wisconsin",3260,133,32173,6405,0.184517258
0500000US55007,"Bayfield County, Wisconsin",915,74,11448,3496,0.288764863
0500000US55009,"Brown County, Wisconsin",24201,2934,172966,51205,0.274584489
0500000US55011,"Buffalo County, Wisconsin",908,50,9532,1710,0.168582375
0500000US55013,"Burnett County, Wisconsin",846,108,11681,2342,0.195577552
0500000US55015,"Calumet County, Wisconsin",3843,512,33698,9666,0.271116912
0500000US55017,"Chippewa County, Wisconsin",4613,269,44550,8957,0.187661453
0500000US55019,"Clark County, Wisconsin",2670,99,21687,2484,0.106047543
0500000US55021,"Columbia County, Wisconsin",4230,454,40257,9336,0.220064288
0500000US55023,"Crawford County, Wisconsin",1248,58,11656,2074,0.165220087
0500000US55025,"Dane County, Wisconsin",72877,17493,346904,176044,0.461042782
0500000US55027,"Dodge County, Wisconsin",6560,412,62894,10381,0.155397817
0500000US55029,"Door County, Wisconsin",1562,167,21377,6872,0.306857317
0500000US55031,"Douglas County, Wisconsin",3837,270,30840,7388,0.220838019
0500000US55033,"Dunn County, Wisconsin",8538,596,27076,7586,0.229741113
0500000US55035,"Eau Claire County, Wisconsin",17343,1393,64617,20548,0.267703758
0500000US55037,"Florence County, Wisconsin",231,12,3410,624,0.174677286
0500000US55039,"Fond du Lac County, Wisconsin",8927,536,71153,16120,0.207992008
0500000US55041,"Forest County, Wisconsin",765,24,6441,1003,0.142520122
0500000US55043,"Grant County, Wisconsin",9336,380,31805,7310,0.18691816
0500000US55045,"Green County, Wisconsin",2636,218,25911,5968,0.216695274
0500000US55047,"Green Lake County, Wisconsin",1211,91,13286,2561,0.1829344
0500000US55049,"Iowa County, Wisconsin",1623,158,16524,4022,0.230341103
0500000US55051,"Iron County, Wisconsin",291,3,4619,925,0.189002037
0500000US55053,"Jackson County, Wisconsin",1536,90,14467,2089,0.13616197
0500000US55055,"Jefferson County, Wisconsin",8211,753,58070,14417,0.228874036
0500000US55057,"Juneau County, Wisconsin",1749,175,19337,2635,0.133263777
0500000US55059,"Kenosha County, Wisconsin",16477,1389,112136,28785,0.234610809
0500000US55061,"Kewaunee County, Wisconsin",1464,128,14441,2765,0.181892487
0500000US55063,"La Crosse County, Wisconsin",19219,1723,74991,25718,0.291274812
0500000US55065,"Lafayette County, Wisconsin",1248,59,11349,2141,0.174644757
0500000US55067,"Langlade County, Wisconsin",1354,251,14092,2321,0.166515603
0500000US55069,"Lincoln County, Wisconsin",1982,130,20583,3757,0.172257922
0500000US55071,"Manitowoc County, Wisconsin",5941,520,56859,11331,0.188710191
0500000US55073,"Marathon County, Wisconsin",10802,1193,93192,23841,0.240725426
0500000US55075,"Marinette County, Wisconsin",2765,155,29938,4490,0.142035899
0500000US55077,"Marquette County, Wisconsin",869,45,11319,1603,0.135214966
0500000US55078,"Menominee County, Wisconsin",430,0,2650,456,0.148051948
0500000US55079,"Milwaukee County, Wisconsin",94105,10208,628993,191885,0.279482173
0500000US55081,"Monroe County, Wisconsin",3262,214,30664,6112,0.186464658
0500000US55083,"Oconto County, Wisconsin",2434,208,27488,4397,0.15390014
0500000US55085,"Oneida County, Wisconsin",2216,270,27035,7328,0.259751803
0500000US55087,"Outagamie County, Wisconsin",16178,1472,124440,36004,0.266509266
0500000US55089,"Ozaukee County, Wisconsin",7914,1155,61242,29636,0.445239748
0500000US55091,"Pepin County, Wisconsin",509,21,5211,1001,0.178671329
0500000US55093,"Pierce County, Wisconsin",6789,387,26111,7364,0.235592705
0500000US55095,"Polk County, Wisconsin",3020,202,31024,6327,0.191781224
0500000US55097,"Portage County, Wisconsin",11771,935,45009,14423,0.270482564
0500000US55099,"Price County, Wisconsin",784,40,10367,1754,0.160882432
0500000US55101,"Racine County, Wisconsin",16478,1207,133019,32838,0.227730322
0500000US55103,"Richland County, Wisconsin",1361,46,12323,2327,0.173414206
0500000US55105,"Rock County, Wisconsin",14155,915,109468,23850,0.2003268
0500000US55107,"Rusk County, Wisconsin",966,28,10315,1633,0.14723872
0500000US55109,"St. Croix County, Wisconsin",6679,691,58814,19828,0.313300658
0500000US55111,"Sauk County, Wisconsin",4779,407,44239,10543,0.223387327
0500000US55113,"Sawyer County, Wisconsin",1017,63,12145,2815,0.218659778
0500000US55115,"Shawano County, Wisconsin",2881,124,29241,4694,0.149990661
0500000US55117,"Sheboygan County, Wisconsin",9177,782,80103,19182,0.223611111
0500000US55119,"Taylor County, Wisconsin",1438,69,14041,2070,0.138187221
0500000US55121,"Trempealeau County, Wisconsin",2126,163,20032,3886,0.182733099
0500000US55123,"Vernon County, Wisconsin",2103,114,20442,4456,0.2027057
0500000US55125,"Vilas County, Wisconsin",1128,82,16910,4585,0.258731567
0500000US55127,"Walworth County, Wisconsin",13175,946,67779,19204,0.248906787
0500000US55129,"Washburn County, Wisconsin",882,75,11786,2629,0.213451216
0500000US55131,"Washington County, Wisconsin",9777,1331,94475,28989,0.290833749
0500000US55133,"Waukesha County, Wisconsin",31314,5068,279990,122742,0.410563308
0500000US55135,"Waupaca County, Wisconsin",3682,219,37094,7074,0.178855209
0500000US55137,"Waushara County, Wisconsin",1484,77,18145,2853,0.149268939
0500000US55139,"Winnebago County, Wisconsin",20521,1822,114256,31210,0.245086328
0500000US55141,"Wood County, Wisconsin",5323,407,52063,11233,0.202836929
0500000US56001,"Albany County, Wyoming",10619,1396,21095,10531,0.376079965
0500000US56003,"Big Horn County, Wyoming",808,12,8030,1508,0.171984612
0500000US56005,"Campbell County, Wyoming",4076,103,30455,5862,0.172743332
0500000US56007,"Carbon County, Wyoming",1276,56,10581,2147,0.185797419
0500000US56009,"Converse County, Wyoming",1045,47,9492,1629,0.159058556
0500000US56011,"Crook County, Wyoming",468,11,5127,1148,0.20714924
0500000US56013,"Fremont County, Wyoming",3289,224,26578,6236,0.216292229
0500000US56015,"Goshen County, Wyoming",1254,31,9380,2295,0.218732368
0500000US56017,"Hot Springs County, Wyoming",195,0,3585,829,0.219312169
0500000US56019,"Johnson County, Wyoming",486,0,6133,1768,0.267109835
0500000US56021,"Laramie County, Wyoming",9146,728,65774,18845,0.261252002
0500000US56023,"Lincoln County, Wyoming",1221,80,12580,2841,0.21165133
0500000US56025,"Natrona County, Wyoming",6748,251,54457,12348,0.205849195
0500000US56027,"Niobrara County, Wyoming",211,20,1758,292,0.158456069
0500000US56029,"Park County, Wyoming",2372,159,20741,6654,0.294769178
0500000US56031,"Platte County, Wyoming",591,0,6298,1369,0.198722601
0500000US56033,"Sheridan County, Wyoming",2269,47,21203,6358,0.272878323
0500000US56035,"Sublette County, Wyoming",587,17,6936,1751,0.235012628
0500000US56037,"Sweetwater County, Wyoming",3975,99,28333,6243,0.19629813
0500000US56039,"Teton County, Wyoming",1461,303,17164,9847,0.544966443
0500000US56041,"Uinta County, Wyoming",1623,40,12915,1995,0.139977989
0500000US56043,"Washakie County, Wyoming",525,2,5662,1220,0.19751091
0500000US56045,"Weston County, Wyoming",581,80,5014,961,0.186058981
0500000US72001,"Adjuntas Municipio, Puerto Rico",1719,159,12554,2246,0.168499965
0500000US72003,"Aguada Municipio, Puerto Rico",3738,577,27512,5348,0.1896
0500000US72005,"Aguadilla Municipio, Puerto Rico",5146,339,38065,9019,0.216565226
0500000US72007,"Aguas Buenas Municipio, Puerto Rico",2514,116,18327,3222,0.160165059
0500000US72009,"Aibonito Municipio, Puerto Rico",2167,151,16597,3282,0.182956726
0500000US72011,"A�asco Municipio, Puerto Rico",2655,219,19406,3514,0.169212638
0500000US72013,"Arecibo Municipio, Puerto Rico",8522,915,61685,14040,0.213012947
0500000US72015,"Arroyo Municipio, Puerto Rico",1715,17,12306,1718,0.123742957
0500000US72017,"Barceloneta Municipio, Puerto Rico",2394,81,16722,3328,0.178332287
0500000US72019,"Barranquitas Municipio, Puerto Rico",3239,293,18836,3440,0.169105323
0500000US72021,"Bayam�n Municipio, Puerto Rico",17964,1463,130288,37263,0.261217387
0500000US72023,"Cabo Rojo Municipio, Puerto Rico",4514,404,35009,9089,0.240189257
0500000US72025,"Caguas Municipio, Puerto Rico",12655,954,92144,28220,0.278380519
0500000US72027,"Camuy Municipio, Puerto Rico",3216,246,22628,4652,0.189521746
0500000US72029,"Can�vanas Municipio, Puerto Rico",4579,264,31408,6814,0.196682135
0500000US72031,"Carolina Municipio, Puerto Rico",15460,1207,111481,35076,0.285825699
0500000US72033,"Cata�o Municipio, Puerto Rico",2451,174,17123,3328,0.1789108
0500000US72035,"Cayey Municipio, Puerto Rico",4295,493,31463,7208,0.215364394
0500000US72037,"Ceiba Municipio, Puerto Rico",1168,61,8328,1572,0.171967144
0500000US72039,"Ciales Municipio, Puerto Rico",1594,30,11763,1776,0.135210002
0500000US72041,"Cidra Municipio, Puerto Rico",3943,488,27926,6554,0.220967084
0500000US72043,"Coamo Municipio, Puerto Rico",3371,245,27552,5929,0.199657213
0500000US72045,"Comer�o Municipio, Puerto Rico",1968,135,13431,1519,0.107409572
0500000US72047,"Corozal Municipio, Puerto Rico",3425,101,23263,3898,0.149842626
0500000US72049,"Culebra Municipio, Puerto Rico",74,0,975,151,0.143946616
0500000US72051,"Dorado Municipio, Puerto Rico",3387,259,25379,7679,0.275950775
0500000US72053,"Fajardo Municipio, Puerto Rico",3257,252,22066,5184,0.214666509
0500000US72054,"Florida Municipio, Puerto Rico",1231,60,8101,1013,0.114980712
0500000US72055,"Gu�nica Municipio, Puerto Rico",1556,174,11728,1848,0.152213189
0500000US72057,"Guayama Municipio, Puerto Rico",4380,231,28456,5665,0.179559021
0500000US72059,"Guayanilla Municipio, Puerto Rico",1769,67,13124,3017,0.20707715
0500000US72061,"Guaynabo Municipio, Puerto Rico",8062,1220,65067,29696,0.422759781
0500000US72063,"Gurabo Municipio, Puerto Rico",4573,447,32229,11027,0.311776534
0500000US72065,"Hatillo Municipio, Puerto Rico",3721,449,28695,7123,0.233588351
0500000US72067,"Hormigueros Municipio, Puerto Rico",1362,83,11920,2662,0.206670682
0500000US72069,"Humacao Municipio, Puerto Rico",5006,254,37809,8617,0.207193741
0500000US72071,"Isabela Municipio, Puerto Rico",3986,388,30078,6679,0.207462424
0500000US72073,"Jayuya Municipio, Puerto Rico",1568,41,9940,1736,0.15441432
0500000US72075,"Juana D�az Municipio, Puerto Rico",4836,528,31482,8029,0.235613195
0500000US72077,"Juncos Municipio, Puerto Rico",3965,216,26443,5066,0.173704288
0500000US72079,"Lajas Municipio, Puerto Rico",2195,92,16711,2548,0.13963821
0500000US72081,"Lares Municipio, Puerto Rico",2472,111,18718,3388,0.165125059
0500000US72083,"Las Mar�as Municipio, Puerto Rico",838,115,5939,829,0.139294673
0500000US72085,"Las Piedras Municipio, Puerto Rico",3499,317,26263,5450,0.19377058
0500000US72087,"Lo�za Municipio, Puerto Rico",2702,98,17976,2574,0.12921946
0500000US72089,"Luquillo Municipio, Puerto Rico",1884,110,12850,2511,0.177887878
0500000US72091,"Manat� Municipio, Puerto Rico",3845,129,27531,6091,0.198240694
0500000US72093,"Maricao Municipio, Puerto Rico",621,54,4360,431,0.097370006
0500000US72095,"Maunabo Municipio, Puerto Rico",1010,34,7824,1407,0.163119765
0500000US72097,"Mayag�ez Municipio, Puerto Rico",12040,777,51306,12887,0.215704228
0500000US72099,"Moca Municipio, Puerto Rico",3662,219,25254,4760,0.172188408
0500000US72101,"Morovis Municipio, Puerto Rico",3290,161,21070,3554,0.152504105
0500000US72103,"Naguabo Municipio, Puerto Rico",2576,82,17651,3375,0.17091017
0500000US72105,"Naranjito Municipio, Puerto Rico",2838,275,19726,3259,0.156621166
0500000US72107,"Orocovis Municipio, Puerto Rico",2319,118,14364,2337,0.147155787
0500000US72109,"Patillas Municipio, Puerto Rico",1626,66,12322,1946,0.144250072
0500000US72111,"Pe�uelas Municipio, Puerto Rico",2081,118,13927,3118,0.202148926
0500000US72113,"Ponce Municipio, Puerto Rico",14858,1270,99038,26365,0.242633631
0500000US72115,"Quebradillas Municipio, Puerto Rico",2290,161,16801,3088,0.170184904
0500000US72117,"Rinc�n Municipio, Puerto Rico",1131,114,10531,2452,0.220030869
0500000US72119,"R�o Grande Municipio, Puerto Rico",5090,540,35313,7479,0.198475361
0500000US72121,"Sabana Grande Municipio, Puerto Rico",2224,360,16111,3162,0.192091628
0500000US72123,"Salinas Municipio, Puerto Rico",2844,274,19298,3456,0.168458134
0500000US72125,"San Germ�n Municipio, Puerto Rico",3355,214,22457,5258,0.211994421
0500000US72127,"San Juan Municipio, Puerto Rico",33354,3621,246434,89207,0.331779776
0500000US72129,"San Lorenzo Municipio, Puerto Rico",3675,164,26638,5301,0.180285686
0500000US72131,"San Sebasti�n Municipio, Puerto Rico",3345,330,26977,4937,0.173702262
0500000US72133,"Santa Isabel Municipio, Puerto Rico",2316,167,14611,3514,0.217463224
0500000US72135,"Toa Alta Municipio, Puerto Rico",7778,713,49456,14824,0.271464514
0500000US72137,"Toa Baja Municipio, Puerto Rico",7752,775,55496,14202,0.236798002
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",6596,469,47150,16319,0.312358129
