AD,ED,Candidate,Votes
24,82,Joseph R. Biden / Kamala D. Harris (Democratic),0
24,82,Donald J. Trump / Michael R. Pence (Republican),0
24,82,Donald J. Trump / Michael R. Pence (Conservative),0
24,82,Joseph R. Biden / Kamala D. Harris (Working Families),0
24,82,Howie Hawkins / Angela Nicole Walker (Green),0
24,82,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,82,Brock Pierce / Karla Ballard (Independence),0
24,83,Public Counter,0
24,83,Manually Counted Emergency,0
24,83,Absentee / Military,0
24,83,Federal,0
24,83,Special Presidential,0
24,83,Affidavit,0
24,83,Joseph R. Biden / Kamala D. Harris (Democratic),0
24,83,Donald J. Trump / Michael R. Pence (Republican),0
24,83,Donald J. Trump / Michael R. Pence (Conservative),0
24,83,Joseph R. Biden / Kamala D. Harris (Working Families),0
24,83,Howie Hawkins / Angela Nicole Walker (Green),0
24,83,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,83,Brock Pierce / Karla Ballard (Independence),0
24,84,Public Counter,485
24,84,Manually Counted Emergency,0
24,84,Absentee / Military,130
24,84,Federal,4
24,84,Special Presidential,0
24,84,Affidavit,3
24,84,Joseph R. Biden / Kamala D. Harris (Democratic),377
24,84,Donald J. Trump / Michael R. Pence (Republican),188
24,84,Donald J. Trump / Michael R. Pence (Conservative),14
24,84,Joseph R. Biden / Kamala D. Harris (Working Families),28
24,84,Howie Hawkins / Angela Nicole Walker (Green),2
24,84,Jo Jorgensen / Jeremy Cohen (Libertarian),2
24,84,Brock Pierce / Karla Ballard (Independence),1
24,84,Scattered,2
24,85,Public Counter,405
24,85,Manually Counted Emergency,0
24,85,Absentee / Military,142
24,85,Federal,8
24,85,Special Presidential,0
24,85,Affidavit,9
24,85,Joseph R. Biden / Kamala D. Harris (Democratic),379
24,85,Donald J. Trump / Michael R. Pence (Republican),136
24,85,Donald J. Trump / Michael R. Pence (Conservative),9
24,85,Joseph R. Biden / Kamala D. Harris (Working Families),32
24,85,Howie Hawkins / Angela Nicole Walker (Green),4
24,85,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,85,Brock Pierce / Karla Ballard (Independence),1
24,85,Scattered,1
24,86,Public Counter,279
24,86,Manually Counted Emergency,0
24,86,Absentee / Military,77
24,86,Federal,3
24,86,Special Presidential,0
24,86,Affidavit,10
24,86,Joseph R. Biden / Kamala D. Harris (Democratic),244
24,86,Donald J. Trump / Michael R. Pence (Republican),81
24,86,Donald J. Trump / Michael R. Pence (Conservative),3
24,86,Joseph R. Biden / Kamala D. Harris (Working Families),34
24,86,Howie Hawkins / Angela Nicole Walker (Green),1
24,86,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,86,Brock Pierce / Karla Ballard (Independence),0
24,86,Scattered,1
24,87,Public Counter,364
24,87,Manually Counted Emergency,0
24,87,Absentee / Military,130
24,87,Federal,0
24,87,Special Presidential,0
24,87,Affidavit,5
24,87,Joseph R. Biden / Kamala D. Harris (Democratic),335
24,87,Donald J. Trump / Michael R. Pence (Republican),125
24,87,Donald J. Trump / Michael R. Pence (Conservative),8
24,87,Joseph R. Biden / Kamala D. Harris (Working Families),26
24,87,Howie Hawkins / Angela Nicole Walker (Green),1
24,87,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,87,Brock Pierce / Karla Ballard (Independence),0
24,88,Public Counter,316
24,88,Manually Counted Emergency,0
24,88,Absentee / Military,96
24,88,Federal,0
24,88,Special Presidential,0
24,88,Affidavit,1
24,88,Joseph R. Biden / Kamala D. Harris (Democratic),300
24,88,Donald J. Trump / Michael R. Pence (Republican),82
24,88,Donald J. Trump / Michael R. Pence (Conservative),6
24,88,Joseph R. Biden / Kamala D. Harris (Working Families),19
24,88,Howie Hawkins / Angela Nicole Walker (Green),3
24,88,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,88,Brock Pierce / Karla Ballard (Independence),1
24,89,Public Counter,446
24,89,Manually Counted Emergency,0
24,89,Absentee / Military,156
24,89,Federal,9
24,89,Special Presidential,0
24,89,Affidavit,3
24,89,Joseph R. Biden / Kamala D. Harris (Democratic),295
24,89,Donald J. Trump / Michael R. Pence (Republican),270
24,89,Donald J. Trump / Michael R. Pence (Conservative),12
24,89,Joseph R. Biden / Kamala D. Harris (Working Families),29
24,89,Howie Hawkins / Angela Nicole Walker (Green),0
24,89,Jo Jorgensen / Jeremy Cohen (Libertarian),3
24,89,Brock Pierce / Karla Ballard (Independence),0
24,89,Scattered,3
24,90,Public Counter,251
24,90,Manually Counted Emergency,0
24,90,Absentee / Military,111
24,90,Federal,1
24,90,Special Presidential,0
24,90,Affidavit,1
24,90,Joseph R. Biden / Kamala D. Harris (Democratic),251
24,90,Donald J. Trump / Michael R. Pence (Republican),78
24,90,Donald J. Trump / Michael R. Pence (Conservative),11
24,90,Joseph R. Biden / Kamala D. Harris (Working Families),19
24,90,Howie Hawkins / Angela Nicole Walker (Green),1
24,90,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,90,Brock Pierce / Karla Ballard (Independence),0
24,91,Public Counter,276
24,91,Manually Counted Emergency,0
24,91,Absentee / Military,133
24,91,Federal,4
24,91,Special Presidential,0
24,91,Affidavit,1
24,91,Joseph R. Biden / Kamala D. Harris (Democratic),267
24,91,Donald J. Trump / Michael R. Pence (Republican),116
24,91,Donald J. Trump / Michael R. Pence (Conservative),5
24,91,Joseph R. Biden / Kamala D. Harris (Working Families),16
24,91,Howie Hawkins / Angela Nicole Walker (Green),1
24,91,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,91,Brock Pierce / Karla Ballard (Independence),0
24,91,Scattered,5
25,1,Public Counter,338
25,1,Manually Counted Emergency,0
25,1,Absentee / Military,86
25,1,Federal,11
25,1,Special Presidential,0
25,1,Affidavit,7
25,1,Joseph R. Biden / Kamala D. Harris (Democratic),203
25,1,Donald J. Trump / Michael R. Pence (Republican),203
25,1,Donald J. Trump / Michael R. Pence (Conservative),12
25,1,Joseph R. Biden / Kamala D. Harris (Working Families),16
25,1,Howie Hawkins / Angela Nicole Walker (Green),2
25,1,Jo Jorgensen / Jeremy Cohen (Libertarian),0
25,1,Brock Pierce / Karla Ballard (Independence),1
25,1,Scattered,2
25,2,Public Counter,100
25,2,Manually Counted Emergency,0
25,2,Absentee / Military,11
25,2,Federal,1
25,2,Special Presidential,0
25,2,Affidavit,1
25,2,Joseph R. Biden / Kamala D. Harris (Democratic),49
25,2,Donald J. Trump / Michael R. Pence (Republican),50
25,2,Donald J. Trump / Michael R. Pence (Conservative),5
25,2,Joseph R. Biden / Kamala D. Harris (Working Families),5
25,2,Howie Hawkins / Angela Nicole Walker (Green),3
25,2,Jo Jorgensen / Jeremy Cohen (Libertarian),0
25,2,Brock Pierce / Karla Ballard (Independence),0
25,2,Scattered,1
25,3,Public Counter,516
25,3,Manually Counted Emergency,0
25,3,Absentee / Military,154
25,3,Federal,7
25,3,Special Presidential,0
25,3,Affidavit,10
25,3,Joseph R. Biden / Kamala D. Harris (Democratic),431
25,3,Donald J. Trump / Michael R. Pence (Republican),214
25,3,Donald J. Trump / Michael R. Pence (Conservative),10
25,3,Joseph R. Biden / Kamala D. Harris (Working Families),22
25,3,Howie Hawkins / Angela Nicole Walker (Green),2
25,3,Jo Jorgensen / Jeremy Cohen (Libertarian),1
25,3,Brock Pierce / Karla Ballard (Independence),1
25,3,Scattered,1
25,4,Public Counter,495
25,4,Manually Counted Emergency,0
25,4,Absentee / Military,90
25,4,Federal,3
25,4,Special Presidential,0
25,4,Affidavit,11
25,4,Joseph R. Biden / Kamala D. Harris (Democratic),342
25,4,Donald J. Trump / Michael R. Pence (Republican),203
25,4,Donald J. Trump / Michael R. Pence (Conservative),8
25,4,Joseph R. Biden / Kamala D. Harris (Working Families),37
25,4,Howie Hawkins / Angela Nicole Walker (Green),1
25,4,Jo Jorgensen / Jeremy Cohen (Libertarian),1
25,4,Brock Pierce / Karla Ballard (Independence),0
25,4,Scattered,5
25,5,Public Counter,80
25,5,Manually Counted Emergency,0
25,5,Absentee / Military,35
25,5,Federal,1
25,5,Special Presidential,0
25,5,Affidavit,4
25,5,Joseph R. Biden / Kamala D. Harris (Democratic),66
25,5,Donald J. Trump / Michael R. Pence (Republican),43
25,5,Donald J. Trump / Michael R. Pence (Conservative),3
25,5,Joseph R. Biden / Kamala D. Harris (Working Families),4
25,5,Howie Hawkins / Angela Nicole Walker (Green),2
25,5,Jo Jorgensen / Jeremy Cohen (Libertarian),0
25,5,Brock Pierce / Karla Ballard (Independence),0
25,5,Scattered,2
25,6,Public Counter,431
25,6,Manually Counted Emergency,0
25,6,Absentee / Military,119
25,6,Federal,2
25,6,Special Presidential,0
25,6,Affidavit,9
25,6,Joseph R. Biden / Kamala D. Harris (Democratic),327
25,6,Donald J. Trump / Michael R. Pence (Republican),186
25,6,Donald J. Trump / Michael R. Pence (Conservative),9
25,6,Joseph R. Biden / Kamala D. Harris (Working Families),33
25,6,Howie Hawkins / Angela Nicole Walker (Green),0
25,6,Jo Jorgensen / Jeremy Cohen (Libertarian),3
25,6,Brock Pierce / Karla Ballard (Independence),0
25,6,Scattered,1
25,7,Public Counter,420
25,7,Manually Counted Emergency,0
25,7,Absentee / Military,94
25,7,Federal,0
25,7,Special Presidential,0
25,7,Affidavit,10
25,7,Joseph R. Biden / Kamala D. Harris (Democratic),366
25,7,Donald J. Trump / Michael R. Pence (Republican),115
25,7,Donald J. Trump / Michael R. Pence (Conservative),13
25,7,Joseph R. Biden / Kamala D. Harris (Working Families),21
25,7,Howie Hawkins / Angela Nicole Walker (Green),1
25,7,Jo Jorgensen / Jeremy Cohen (Libertarian),4
25,7,Brock Pierce / Karla Ballard (Independence),1
25,7,Scattered,2
25,8,Public Counter,441
25,8,Manually Counted Emergency,0
25,8,Absentee / Military,190
25,8,Federal,3
25,8,Special Presidential,0
25,8,Affidavit,9
25,8,Joseph R. Biden / Kamala D. Harris (Democratic),336
25,8,Donald J. Trump / Michael R. Pence (Republican),262
25,8,Donald J. Trump / Michael R. Pence (Conservative),17
25,8,Joseph R. Biden / Kamala D. Harris (Working Families),22
25,8,Howie Hawkins / Angela Nicole Walker (Green),0
25,8,Jo Jorgensen / Jeremy Cohen (Libertarian),0
25,8,Brock Pierce / Karla Ballard (Independence),0
25,8,Scattered,3
25,9,Public Counter,142
25,9,Manually Counted Emergency,0
25,9,Absentee / Military,65
25,9,Federal,1
25,9,Special Presidential,0
25,9,Affidavit,6
25,9,Joseph R. Biden / Kamala D. Harris (Democratic),119
25,9,Donald J. Trump / Michael R. Pence (Republican),84
25,9,Donald J. Trump / Michael R. Pence (Conservative),4
25,9,Joseph R. Biden / Kamala D. Harris (Working Families),4
25,9,Howie Hawkins / Angela Nicole Walker (Green),0
25,9,Jo Jorgensen / Jeremy Cohen (Libertarian),0
25,9,Brock Pierce / Karla Ballard (Independence),0
25,9,Scattered,1
25,10,Public Counter,214
25,10,Manually Counted Emergency,0
25,10,Absentee / Military,116
25,10,Federal,6
25,10,Special Presidential,0
25,10,Affidavit,5
25,10,Joseph R. Biden / Kamala D. Harris (Democratic),179
25,10,Donald J. Trump / Michael R. Pence (Republican),149
25,10,Donald J. Trump / Michael R. Pence (Conservative),2
25,10,Joseph R. Biden / Kamala D. Harris (Working Families),6
25,10,Howie Hawkins / Angela Nicole Walker (Green),2
25,10,Jo Jorgensen / Jeremy Cohen (Libertarian),0
25,10,Brock Pierce / Karla Ballard (Independence),0
25,11,Public Counter,441
25,11,Manually Counted Emergency,0
25,11,Absentee / Military,239
25,11,Federal,24
25,11,Special Presidential,0
25,11,Affidavit,8
25,11,Joseph R. Biden / Kamala D. Harris (Democratic),262
25,11,Donald J. Trump / Michael R. Pence (Republican),413
25,11,Donald J. Trump / Michael R. Pence (Conservative),13
25,11,Joseph R. Biden / Kamala D. Harris (Working Families),14
25,11,Howie Hawkins / Angela Nicole Walker (Green),4
25,11,Jo Jorgensen / Jeremy Cohen (Libertarian),0
25,11,Brock Pierce / Karla Ballard (Independence),1
25,11,Scattered,2
25,12,Public Counter,472
25,12,Manually Counted Emergency,0
25,12,Absentee / Military,192
25,12,Federal,9
25,12,Special Presidential,0
25,12,Affidavit,8
25,12,Joseph R. Biden / Kamala D. Harris (Democratic),276
25,12,Donald J. Trump / Michael R. Pence (Republican),354
25,12,Donald J. Trump / Michael R. Pence (Conservative),18
25,12,Joseph R. Biden / Kamala D. Harris (Working Families),19
25,12,Howie Hawkins / Angela Nicole Walker (Green),2
25,12,Jo Jorgensen / Jeremy Cohen (Libertarian),3
25,12,Brock Pierce / Karla Ballard (Independence),0
25,12,Scattered,2
25,13,Public Counter,490
25,13,Manually Counted Emergency,0
25,13,Absentee / Military,188
25,13,Federal,13
25,13,Special Presidential,0
25,13,Affidavit,14
25,13,Joseph R. Biden / Kamala D. Harris (Democratic),355
25,13,Donald J. Trump / Michael R. Pence (Republican),298
25,13,Donald J. Trump / Michael R. Pence (Conservative),18
25,13,Joseph R. Biden / Kamala D. Harris (Working Families),24
25,13,Howie Hawkins / Angela Nicole Walker (Green),4
25,13,Jo Jorgensen / Jeremy Cohen (Libertarian),1
25,13,Brock Pierce / Karla Ballard (Independence),0
25,13,Scattered,3
25,14,Public Counter,455
25,14,Manually Counted Emergency,0
25,14,Absentee / Military,207
25,14,Federal,3
25,14,Special Presidential,0
25,14,Affidavit,17
25,14,Joseph R. Biden / Kamala D. Harris (Democratic),331
25,14,Donald J. Trump / Michael R. Pence (Republican),297
25,14,Donald J. Trump / Michael R. Pence (Conservative),16
25,14,Joseph R. Biden / Kamala D. Harris (Working Families),20
25,14,Howie Hawkins / Angela Nicole Walker (Green),2
25,14,Jo Jorgensen / Jeremy Cohen (Libertarian),3
25,14,Brock Pierce / Karla Ballard (Independence),0
25,14,Scattered,5
25,15,Public Counter,358
25,15,Manually Counted Emergency,0
25,15,Absentee / Military,163
25,15,Federal,9
25,15,Special Presidential,0
25,15,Affidavit,7
25,15,Joseph R. Biden / Kamala D. Harris (Democratic),255
25,15,Donald J. Trump / Michael R. Pence (Republican),216
25,15,Donald J. Trump / Michael R. Pence (Conservative),26
25,15,Joseph R. Biden / Kamala D. Harris (Working Families),31
25,15,Howie Hawkins / Angela Nicole Walker (Green),4
25,15,Jo Jorgensen / Jeremy Cohen (Libertarian),1
25,15,Brock Pierce / Karla Ballard (Independence),0
25,15,Scattered,1
25,16,Public Counter,348
25,16,Manually Counted Emergency,0
25,16,Absentee / Military,159
25,16,Federal,2
25,16,Special Presidential,0
25,16,Affidavit,6
25,16,Joseph R. Biden / Kamala D. Harris (Democratic),281
25,16,Donald J. Trump / Michael R. Pence (Republican),192
25,16,Donald J. Trump / Michael R. Pence (Conservative),14
25,16,Joseph R. Biden / Kamala D. Harris (Working Families),18
25,16,Howie Hawkins / Angela Nicole Walker (Green),1
25,16,Jo Jorgensen / Jeremy Cohen (Libertarian),2
25,16,Brock Pierce / Karla Ballard (Independence),1
25,16,Scattered,2
25,17,Public Counter,462
25,17,Manually Counted Emergency,0
25,17,Absentee / Military,165
25,17,Federal,3
25,17,Special Presidential,0
25,17,Affidavit,15
25,17,Joseph R. Biden / Kamala D. Harris (Democratic),423
25,17,Donald J. Trump / Michael R. Pence (Republican),173
25,17,Donald J. Trump / Michael R. Pence (Conservative),10
25,17,Joseph R. Biden / Kamala D. Harris (Working Families),28
25,17,Howie Hawkins / Angela Nicole Walker (Green),1
25,17,Jo Jorgensen / Jeremy Cohen (Libertarian),2
25,17,Brock Pierce / Karla Ballard (Independence),0
25,17,Scattered,2
25,18,Public Counter,468
25,18,Manually Counted Emergency,0
25,18,Absentee / Military,156
25,18,Federal,3
25,18,Special Presidential,0
25,18,Affidavit,12
25,18,Joseph R. Biden / Kamala D. Harris (Democratic),453
25,18,Donald J. Trump / Michael R. Pence (Republican),133
25,18,Donald J. Trump / Michael R. Pence (Conservative),8
25,18,Joseph R. Biden / Kamala D. Harris (Working Families),36
25,18,Howie Hawkins / Angela Nicole Walker (Green),4
25,18,Jo Jorgensen / Jeremy Cohen (Libertarian),0
25,18,Brock Pierce / Karla Ballard (Independence),1
25,19,Public Counter,452
25,19,Manually Counted Emergency,0
25,19,Absentee / Military,177
25,19,Federal,3
25,19,Special Presidential,0
25,19,Affidavit,23
25,19,Joseph R. Biden / Kamala D. Harris (Democratic),455
25,19,Donald J. Trump / Michael R. Pence (Republican),151
25,19,Donald J. Trump / Michael R. Pence (Conservative),7
25,19,Joseph R. Biden / Kamala D. Harris (Working Families),35
25,19,Howie Hawkins / Angela Nicole Walker (Green),2
25,19,Jo Jorgensen / Jeremy Cohen (Libertarian),1
25,19,Brock Pierce / Karla Ballard (Independence),0
25,20,Public Counter,493
25,20,Manually Counted Emergency,0
25,20,Absentee / Military,187
25,20,Federal,6
25,20,Special Presidential,0
25,20,Affidavit,4
25,20,Joseph R. Biden / Kamala D. Harris (Democratic),443
25,20,Donald J. Trump / Michael R. Pence (Republican),200
25,20,Donald J. Trump / Michael R. Pence (Conservative),13
25,20,Joseph R. Biden / Kamala D. Harris (Working Families),28
25,20,Howie Hawkins / Angela Nicole Walker (Green),0
25,20,Jo Jorgensen / Jeremy Cohen (Libertarian),4
25,20,Brock Pierce / Karla Ballard (Independence),2
25,21,Public Counter,333
25,21,Manually Counted Emergency,0
25,21,Absentee / Military,172
25,21,Federal,2
25,21,Special Presidential,0
25,21,Affidavit,2
25,21,Joseph R. Biden / Kamala D. Harris (Democratic),312
25,21,Donald J. Trump / Michael R. Pence (Republican),160
25,21,Donald J. Trump / Michael R. Pence (Conservative),11
25,21,Joseph R. Biden / Kamala D. Harris (Working Families),17
25,21,Howie Hawkins / Angela Nicole Walker (Green),2
25,21,Jo Jorgensen / Jeremy Cohen (Libertarian),3
25,21,Brock Pierce / Karla Ballard (Independence),0
25,22,Public Counter,546
25,22,Manually Counted Emergency,0
25,22,Absentee / Military,176
25,22,Federal,8
25,22,Special Presidential,0
25,22,Affidavit,3
25,22,Joseph R. Biden / Kamala D. Harris (Democratic),484
25,22,Donald J. Trump / Michael R. Pence (Republican),176
25,22,Donald J. Trump / Michael R. Pence (Conservative),12
25,22,Joseph R. Biden / Kamala D. Harris (Working Families),50
25,22,Howie Hawkins / Angela Nicole Walker (Green),0
25,22,Jo Jorgensen / Jeremy Cohen (Libertarian),3
25,22,Brock Pierce / Karla Ballard (Independence),0
25,22,Scattered,3
25,23,Public Counter,285
25,23,Manually Counted Emergency,0
25,23,Absentee / Military,98
25,23,Federal,3
25,23,Special Presidential,0
25,23,Affidavit,6
25,23,Joseph R. Biden / Kamala D. Harris (Democratic),243
25,23,Donald J. Trump / Michael R. Pence (Republican),114
25,23,Donald J. Trump / Michael R. Pence (Conservative),10
25,23,Joseph R. Biden / Kamala D. Harris (Working Families),18
25,23,Howie Hawkins / Angela Nicole Walker (Green),1
25,23,Jo Jorgensen / Jeremy Cohen (Libertarian),1
25,23,Brock Pierce / Karla Ballard (Independence),2
25,24,Public Counter,508
25,24,Manually Counted Emergency,0
25,24,Absentee / Military,175
25,24,Federal,13
25,24,Special Presidential,0
25,24,Affidavit,2
25,24,Joseph R. Biden / Kamala D. Harris (Democratic),443
25,24,Donald J. Trump / Michael R. Pence (Republican),206
